Open,High,Low,Close,Adj Close,Volume
230.57000732421875,230.92999267578125,225.3699951171875,227.22000122070312,227.22000122070312,105873600
215.10000610351562,223.49000549316406,212.17999267578125,219.91000366210938,219.91000366210938,115355000
185.5,186.77999877929688,182.10000610351562,183.25,183.25,107343200
187.0,193.97000122070312,185.85000610351562,187.2899932861328,187.2899932861328,103221400
184.25999450683594,184.67999267578125,175.00999450683594,181.05999755859375,181.05999755859375,134294400
189.16000366210938,200.8800048828125,188.86000061035156,200.4499969482422,200.4499969482422,120831800
196.1300048828125,198.60000610351562,189.1300048828125,193.75999450683594,193.75999450683594,104545800
200.52000427246094,204.52000427246094,198.5,202.63999938964844,202.63999938964844,82099200
179.99000549316406,181.5800018310547,173.6999969482422,176.5399932861328,176.5399932861328,107920900
175.4499969482422,182.8699951171875,174.8000030517578,177.77000427246094,177.77000427246094,85391500
176.38999938964844,178.17999267578125,171.8000030517578,172.82000732421875,172.82000732421875,73178000
178.5800018310547,184.25,177.3800048828125,177.6699981689453,177.6699981689453,113186200
169.0800018310547,170.86000061035156,160.50999450683594,164.89999389648438,164.89999389648438,141250700
173.0399932861328,174.92999267578125,170.00999450683594,171.75999450683594,171.75999450683594,84532400
170.24000549316406,170.69000244140625,161.3800048828125,161.47999572753906,161.47999572753906,100245300
158.9600067138672,170.8800048828125,158.36000061035156,170.17999267578125,170.17999267578125,126427500
186.97999572753906,190.9499969482422,182.83999633789062,183.27999877929688,183.27999877929688,127031800
173.0500030517578,173.05999755859375,167.75,168.47000122070312,168.47000122070312,72627200
179.89999389648438,180.0,173.11000061035156,173.99000549316406,173.99000549316406,79663000
177.55999755859375,177.75,173.52000427246094,174.9499969482422,174.9499969482422,61727400
178.5800018310547,182.6699981689453,175.3800048828125,178.7899932861328,178.7899932861328,77784800
174.77999877929688,177.75999450683594,174.0,174.77000427246094,174.77000427246094,60056300
185.8000030517578,186.0,176.9199981689453,178.00999450683594,178.00999450683594,82038200
184.97000122070312,188.8000030517578,182.5500030517578,182.5800018310547,182.5800018310547,61992100
251.0,265.6099853515625,250.3000030517578,262.3299865722656,262.3299865722656,160210900
